TICKET_#,Issue Date,CODE,Description,BASE_AMOUNT,AMOUNT_DUE,LOCATION,Warning,Void
AE0201610048,8/24/2023,07,No Parking Area,35.00,0.00,Sapp Drive,0.00,0.00
AE0201711210,8/24/2023,07,No Parking Area,35.00,0.00,Boathouse,1.00,0.00
AE0201711211,8/24/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202011910,8/25/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0202011911,8/25/2023,07,No Parking Area,35.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202011912,8/25/2023,07,No Parking Area,35.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201610090,8/25/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0201610092,8/25/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202208775,8/25/2023,07,No Parking Area,35.00,0.00,University Suites,0.00,0.00
AE0201610131,8/28/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201610132,8/28/2023,07,No Parking Area,35.00,0.00,16th & W Street,1.00,0.00
AE0201812921,8/29/2023,07,No Parking Area,35.00,0.00,Lied Center,0.00,0.00
AE0201812922,8/29/2023,07,No Parking Area,35.00,0.00,Lied Center,0.00,0.00
AE0201711336,8/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202208883,8/29/2023,07,No Parking Area,35.00,35.00,15th & U Street,0.00,0.00
AE0201711337,8/29/2023,07,No Parking Area,35.00,0.00,Selleck Dock,0.00,0.00
AE0201711343,8/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201711344,8/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202208893,8/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201711370,8/31/2023,07,No Parking Area,35.00,0.00,Dairy Store,0.00,0.00
AE0202109950,9/1/2023,07,No Parking Area,35.00,0.00,Dental Patient,1.00,0.00
AE0201813073,9/5/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201813075,9/5/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202012148,9/6/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202209026,9/6/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202012175,9/7/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0202012257,9/11/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201813252,9/11/2023,07,No Parking Area,35.00,35.00,Memorial Loop,0.00,0.00
AE0201813253,9/11/2023,07,No Parking Area,35.00,0.00,Memorial Loop,0.00,0.00
AE0202209251,9/12/2023,07,No Parking Area,35.00,0.00,Champions Club,0.00,0.00
AE0201610474,9/14/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201813439,9/14/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201813440,9/14/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201813442,9/14/2023,07,No Parking Area,35.00,0.00,16th & W Street,1.00,0.00
AE0202209367,9/14/2023,07,No Parking Area,35.00,0.00,Devaney ADA Lot,0.00,0.00
AE0201610582,9/18/2023,07,No Parking Area,35.00,0.00,Dental North,1.00,0.00
AE0202209483,9/18/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202012643,9/19/2023,07,No Parking Area,35.00,0.00,16th & W(1917),0.00,0.00
AE0201813642,9/19/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0201813643,9/19/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201813644,9/19/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0201813645,9/19/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0202012735,9/20/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202012736,9/20/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202012778,9/20/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202012779,9/20/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202012780,9/20/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202012826,9/21/2023,07,No Parking Area,35.00,0.00,16th & W Street,1.00,0.00
AE0202012854,9/21/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202012855,9/21/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202012856,9/21/2023,07,No Parking Area,35.00,0.00,Boathouse,1.00,0.00
AE0202012857,9/21/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201610802,9/22/2023,07,No Parking Area,35.00,0.00,Dental North,0.00,0.00
AE0202209734,9/22/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201610851,9/25/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0202209809,9/25/2023,07,No Parking Area,35.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813866,9/26/2023,07,No Parking Area,35.00,35.00,Law College North,0.00,0.00
AE0202013021,9/26/2023,07,No Parking Area,35.00,0.00,Sapp Drive,0.00,0.00
AE0202013078,9/27/2023,07,No Parking Area,35.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813942,9/27/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,1.00,0.00
AE0201813943,9/27/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0201813944,9/27/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0201813945,9/27/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0201813946,9/27/2023,07,No Parking Area,35.00,0.00,Henzlik Hall,0.00,0.00
AE0201813947,9/27/2023,07,No Parking Area,35.00,35.00,Henzlik Hall,0.00,0.00
AE0201813965,9/27/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201813966,9/27/2023,07,No Parking Area,35.00,35.00,15th & U Street,0.00,0.00
AE0201813967,9/27/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202013111,9/28/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201611031,9/28/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201510541,9/29/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510542,9/29/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510543,9/29/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611050,9/29/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201814053,9/29/2023,07,No Parking Area,35.00,0.00,Carolyn Pope Edwards Hall,0.00,0.00
AE0201814065,9/30/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,1.00
AE0202110470,9/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202110471,9/30/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0202110472,9/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202110473,9/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202110474,9/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201814122,10/2/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0202013228,10/2/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0202110503,10/3/2023,07,No Parking Area,35.00,0.00,14th & Avery Parking Garage,0.00,0.00
AE0202210155,10/4/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202210188,10/4/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0202210189,10/4/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0202210190,10/4/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201611279,10/4/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0201611280,10/4/2023,07,No Parking Area,35.00,0.00,Boathouse,1.00,0.00
AE0202210204,10/4/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202210205,10/4/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202110533,10/5/2023,07,No Parking Area,35.00,0.00,16th & W(1917),1.00,0.00
AE0202013387,10/5/2023,07,No Parking Area,35.00,0.00,16th & W(1917),0.00,0.00
AE0202110534,10/5/2023,07,No Parking Area,35.00,0.00,16th & W(1917),1.00,0.00
AE0202110540,10/5/2023,07,No Parking Area,35.00,0.00,16th & W(1917),1.00,0.00
AE0202013397,10/5/2023,07,No Parking Area,35.00,0.00,Union Dock,0.00,0.00
AE0202013400,10/5/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0202110579,10/6/2023,07,No Parking Area,35.00,0.00,Beadle North,0.00,0.00
AE0202110617,10/9/2023,07,No Parking Area,35.00,0.00,Dental North,0.00,0.00
AE0201510887,10/9/2023,07,No Parking Area,35.00,0.00,Beadle North,0.00,0.00
AE0201814370,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,1.00
AE0201814371,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201814372,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201510888,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201510889,10/9/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,0.00,0.00
AE0201814385,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201814386,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201814387,10/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202210355,10/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202013606,10/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202210356,10/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201814483,10/11/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201814553,10/12/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,0.00
AE0201611573,10/13/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201611612,10/13/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202013836,10/16/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,1.00,0.00
AE0202013902,10/17/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,1.00,0.00
AE0202013984,10/18/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202013985,10/18/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202014015,10/19/2023,07,No Parking Area,35.00,0.00,16th & W(1917),0.00,0.00
AE0202014054,10/20/2023,07,No Parking Area,35.00,0.00,University Suites,0.00,0.00
AE0202014061,10/20/2023,07,No Parking Area,35.00,0.00,Eastside Suites,0.00,0.00
AE0201511195,10/20/2023,07,No Parking Area,35.00,0.00,Stadium Drive,0.00,0.00
AE0201814912,10/23/2023,07,No Parking Area,35.00,35.00,513 N 17th Street,0.00,0.00
AE0202014310,10/25/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202014311,10/25/2023,07,No Parking Area,35.00,0.00,15th & U Street,1.00,0.00
AE0202014312,10/25/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202014313,10/25/2023,07,No Parking Area,35.00,35.00,15th & U Street,0.00,0.00
AE0201612072,10/26/2023,07,No Parking Area,35.00,0.00,Selleck Dock,0.00,0.00
AE0201612073,10/26/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201612074,10/26/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201612076,10/26/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202210628,10/26/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815148,10/26/2023,07,No Parking Area,35.00,0.00,Arbor Drive,0.00,0.00
AE0201815201,10/27/2023,07,No Parking Area,35.00,0.00,Dental North,0.00,0.00
AE0202014456,10/27/2023,07,No Parking Area,35.00,0.00,Devaney South,0.00,0.00
AE0202210699,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202210700,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0202210701,10/27/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612170,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202210702,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,1.00
AE0201612171,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202014461,10/27/2023,07,No Parking Area,35.00,0.00,Lied Center,0.00,0.00
AE0201815230,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,1.00
AE0202210732,10/27/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612245,10/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612246,10/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612247,10/30/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201511370,10/30/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201511371,10/30/2023,07,No Parking Area,35.00,0.00,15th & U Street,1.00,0.00
AE0201511372,10/30/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201511373,10/30/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201612284,10/31/2023,07,No Parking Area,35.00,0.00,Boathouse,0.00,0.00
AE0202014532,10/31/2023,07,No Parking Area,35.00,0.00,Beadle North,1.00,0.00
AE0202210792,10/31/2023,07,No Parking Area,35.00,0.00,15th & U Street,1.00,0.00
AE0202210793,10/31/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201612316,10/31/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612317,10/31/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612328,10/31/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0202210844,11/1/2023,07,No Parking Area,35.00,35.00,Lied Center,0.00,0.00
AE0202014597,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0202014598,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201612406,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,1.00,0.00
AE0202014599,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,1.00
AE0201612407,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0202014604,11/2/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0202210903,11/2/2023,07,No Parking Area,35.00,0.00,East Campus Loop/37th-33rd,0.00,0.00
AE0201612466,11/3/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202014668,11/3/2023,07,No Parking Area,35.00,0.00,Dental North,1.00,0.00
AE0201511600,11/8/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201511601,11/8/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201815616,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815618,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815619,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815620,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202111080,11/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202111081,11/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201815645,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815646,11/9/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202111082,11/9/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0202111084,11/9/2023,07,No Parking Area,35.00,0.00,Memorial Loop,1.00,0.00
AE0201612704,11/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612705,11/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612706,11/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612717,11/10/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015038,11/13/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201815823,11/14/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,0.00,0.00
AE0201612898,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612899,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612900,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612901,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,1.00
AE0201612902,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201511765,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201511766,11/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612945,11/16/2023,07,No Parking Area,35.00,0.00,Union,0.00,0.00
AE0202111239,11/16/2023,07,No Parking Area,35.00,0.00,15th Street,0.00,0.00
AE0202015235,11/17/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015236,11/17/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015237,11/17/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015238,11/17/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015239,11/17/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613010,11/20/2023,07,No Parking Area,35.00,0.00,University Suites,0.00,0.00
AE0201613018,11/20/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201511869,11/20/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202015301,11/20/2023,07,No Parking Area,35.00,35.00,16th & W Street,0.00,0.00
AE0202211547,11/20/2023,07,No Parking Area,35.00,0.00,16th & W Street,0.00,1.00
AE0201613047,11/20/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613048,11/20/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613055,11/20/2023,07,No Parking Area,35.00,0.00,15th Street,0.00,0.00
AE0201511884,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201511885,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613075,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613076,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201511886,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613077,11/20/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613113,11/21/2023,07,No Parking Area,35.00,0.00,14th & Avery Lot,1.00,0.00
AE0201613114,11/21/2023,07,No Parking Area,35.00,0.00,14th & Avery Lot,1.00,0.00
AE0201907639,11/28/2023,07,No Parking Area,35.00,0.00,Memorial Loop,0.00,0.00
AE0201613226,11/28/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,1.00,0.00
AE0202015489,11/28/2023,07,No Parking Area,35.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201816198,11/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201816199,11/29/2023,07,No Parking Area,35.00,0.00,15th & U Street,0.00,0.00
AE0201816251,11/30/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201816254,11/30/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201816255,11/30/2023,07,No Parking Area,35.00,35.00,17th & X STREET,0.00,0.00
AE0201816256,11/30/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0202015615,12/1/2023,07,No Parking Area,35.00,0.00,Dental North,0.00,0.00
AE0201613365,12/1/2023,07,No Parking Area,35.00,0.00,University Suites,0.00,0.00
AE0201613368,12/1/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613369,12/1/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613370,12/1/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201816355,12/4/2023,07,No Parking Area,35.00,0.00,1329 R Street,1.00,0.00
AE0201816377,12/4/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613431,12/4/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201907777,12/5/2023,07,No Parking Area,35.00,0.00,Memorial Loop,0.00,0.00
AE0201907778,12/5/2023,07,No Parking Area,35.00,0.00,Memorial Loop,0.00,0.00
AE0201907780,12/5/2023,07,No Parking Area,35.00,0.00,Memorial Loop,1.00,0.00
AE0201613537,12/7/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613538,12/7/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613539,12/7/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613541,12/7/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202211920,12/7/2023,07,No Parking Area,35.00,0.00,10th & U Street,0.00,0.00
AE0202211921,12/7/2023,07,No Parking Area,35.00,0.00,10th & U Street,0.00,0.00
AE0201613623,12/8/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613624,12/8/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613639,12/8/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613640,12/8/2023,07,No Parking Area,35.00,0.00,513 N 17th Street,0.00,0.00
AE0201613641,12/8/2023,07,No Parking Area,35.00,35.00,513 N 17th Street,0.00,0.00
AE0201613702,12/8/2023,07,No Parking Area,35.00,0.00,Memorial Loop,1.00,0.00
AE0202211967,12/8/2023,07,No Parking Area,35.00,0.00,Greenhouse South,0.00,0.00
AE0202211974,12/8/2023,07,No Parking Area,35.00,0.00,Massengale,0.00,0.00
AE0202212050,12/11/2023,07,No Parking Area,35.00,0.00,Memorial Loop,0.00,0.00
AE0201613750,12/12/2023,07,No Parking Area,35.00,0.00,733 N 17th Street,0.00,1.00
AE0201613751,12/12/2023,07,No Parking Area,35.00,0.00,Engineering,0.00,1.00
AE0201613752,12/12/2023,07,No Parking Area,35.00,0.00,17th & X STREET,0.00,0.00
AE0201613753,12/12/2023,07,No Parking Area,35.00,35.00,17th & X STREET,0.00,0.00
AE0201613754,12/12/2023,07,No Parking Area,35.00,35.00,17th & X STREET,0.00,0.00
AE0201613755,12/12/2023,07,No Parking Area,35.00,35.00,17th & X STREET,0.00,0.00
AE0201816604,12/12/2023,07,No Parking Area,35.00,0.00,Dinsdale Learning Commons,0.00,1.00
AE0201816605,12/12/2023,07,No Parking Area,35.00,0.00,Dinsdale Learning Commons,0.00,0.00
AE0202212096,12/12/2023,07,No Parking Area,35.00,35.00,Lied Center Dock,0.00,0.00
AE0201613793,12/13/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613794,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613795,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613796,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613797,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613798,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613799,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613800,12/13/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613828,12/14/2023,07,No Parking Area,35.00,35.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613829,12/14/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613830,12/14/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613831,12/14/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613847,12/15/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201512200,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0202212254,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512201,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512202,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512203,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512204,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512205,12/18/2023,07,No Parking Area,35.00,35.00,Morrill Hall East,0.00,0.00
AE0201512206,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512207,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512208,12/18/2023,07,No Parking Area,35.00,0.00,Morrill Hall East,0.00,0.00
AE0201512211,12/18/2023,07,No Parking Area,35.00,0.00,1240 R Street,0.00,0.00
AE0202212263,12/18/2023,07,No Parking Area,35.00,0.00,U Street/15th - 16th Streets,0.00,0.00
