TICKET_#,Issue Date,CODE,Description,BASE_AMOUNT,AMOUNT_DUE,LOCATION,Warning,Void
AE0201711117,8/22/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201812742,8/22/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201812743,8/22/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201609955,8/23/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0201609956,8/23/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0201609957,8/23/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0202011972,8/29/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201711345,8/29/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201711393,8/31/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0202012087,9/5/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202012088,9/5/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202012089,9/5/2023,01,Overtime,10.00,10.00,U Street/15th - 16th Streets,0.00,0.00
AE0201813142,9/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201813219,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0201813220,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0202012248,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202209128,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209133,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012255,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012268,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209149,9/11/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813265,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813266,9/11/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201813267,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813268,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813276,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813277,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813278,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813279,9/11/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209193,9/12/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202209194,9/12/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201813344,9/12/2023,01,Overtime,10.00,0.00,Eastside Suites,0.00,0.00
AE0201813345,9/12/2023,01,Overtime,10.00,0.00,Eastside Suites,1.00,0.00
AE0201813346,9/12/2023,01,Overtime,10.00,0.00,Eastside Suites,0.00,0.00
AE0201813347,9/12/2023,01,Overtime,10.00,0.00,Eastside Suites,1.00,0.00
AE0201813348,9/12/2023,01,Overtime,10.00,0.00,Eastside Suites,0.00,0.00
AE0202012360,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012368,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012369,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012378,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012380,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012387,9/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201711685,9/14/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201610473,9/14/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201711686,9/14/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201610475,9/14/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201610491,9/14/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813484,9/14/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813485,9/14/2023,01,Overtime,10.00,10.00,Harper Schramm Smith,0.00,0.00
AE0201813487,9/14/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813488,9/14/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012491,9/15/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813494,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201711754,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813495,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813497,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201711757,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813498,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201711758,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202012505,9/15/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813503,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201711761,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813504,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201711762,9/15/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202012507,9/15/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202110215,9/18/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201813536,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209436,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209437,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209445,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209446,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209447,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813546,9/18/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202209456,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202110218,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209457,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813547,9/18/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201610589,9/18/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202110222,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813551,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110223,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813552,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209462,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0202209463,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202110224,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110225,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110226,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209464,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813560,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202209484,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209485,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209486,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209487,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0202209488,9/18/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110255,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202110256,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0202110265,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202110270,9/18/2023,01,Overtime,10.00,0.00,Sapp Drive,0.00,1.00
AE0202110271,9/18/2023,01,Overtime,10.00,0.00,Sapp Drive,0.00,1.00
AE0202110273,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202110274,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202110275,9/18/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012616,9/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012638,9/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201813646,9/19/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201813647,9/19/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813648,9/19/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201813661,9/19/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813675,9/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813676,9/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813677,9/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813678,9/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202012708,9/20/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012718,9/20/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201610732,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610733,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610734,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0201610735,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610736,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610737,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610738,9/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201610739,9/20/2023,01,Overtime,10.00,0.00,Union,0.00,0.00
AE0201610740,9/20/2023,01,Overtime,10.00,0.00,Union,0.00,0.00
AE0202209649,9/21/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202209665,9/21/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202110323,9/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110324,9/21/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202110325,9/21/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202110331,9/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813767,9/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110334,9/21/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201813770,9/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110335,9/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202110338,9/21/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201813775,9/21/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201813781,9/22/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813782,9/22/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209702,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209705,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202209723,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012890,9/22/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202012891,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012892,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012897,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012898,9/22/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202012899,9/22/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202110364,9/25/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202110365,9/25/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201610844,9/25/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201510424,9/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813828,9/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510426,9/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201610847,9/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510433,9/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201610860,9/25/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202110385,9/25/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201610861,9/25/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202110386,9/25/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202209832,9/26/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202209833,9/26/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202209834,9/26/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202013003,9/26/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0201510472,9/26/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202209889,9/26/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202209890,9/26/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510473,9/26/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202209891,9/26/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202209892,9/26/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510474,9/26/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209893,9/26/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510475,9/26/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813925,9/27/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813926,9/27/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201813931,9/27/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202209904,9/28/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202110450,9/28/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0202110454,9/28/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202110455,9/28/2023,01,Overtime,10.00,0.00,Courtyard,1.00,0.00
AE0202110462,9/28/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202110463,9/28/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0201611051,9/29/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510544,9/29/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611054,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510545,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611055,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510546,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510556,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611067,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201510557,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611068,9/29/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611124,10/2/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201510593,10/2/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201510628,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201510636,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201510637,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202013295,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210130,10/3/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202210131,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202013297,10/3/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210132,10/4/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0202210136,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013302,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202013303,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202210139,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013308,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202210148,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202210151,10/4/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201510721,10/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201510743,10/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201510809,10/6/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013490,10/9/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013493,10/9/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201611418,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611419,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611420,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611421,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611431,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611432,10/10/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210363,10/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202013613,10/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0202210364,10/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202013614,10/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0202210365,10/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201611522,10/12/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201611526,10/12/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201814521,10/12/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013728,10/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013743,10/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201611576,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0202013748,10/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0201611577,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611578,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611579,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,1.00,0.00
AE0202013753,10/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202013754,10/13/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201611584,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611585,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611586,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611587,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611589,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611590,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611591,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611592,10/13/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201611593,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611594,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611595,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611610,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611611,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611616,10/13/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611652,10/16/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201611653,10/16/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202013850,10/17/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0202013851,10/17/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0201611657,10/17/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202013858,10/17/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201814648,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814650,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0202013862,10/17/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201611662,10/17/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201814651,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814653,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0201814654,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202013868,10/17/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201814657,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0201814658,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814659,10/17/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0201511046,10/18/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0201511047,10/18/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202110842,10/19/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201511118,10/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201511126,10/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201814816,10/19/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201511131,10/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201611780,10/19/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201814881,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814882,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202014129,10/23/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201814890,10/23/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201814892,10/23/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201814893,10/23/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201814913,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814914,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814948,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201814949,10/23/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201815026,10/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201815027,10/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201815028,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815029,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815030,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815032,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815034,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815035,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815036,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815037,10/25/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201815044,10/25/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201815109,10/26/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201815112,10/26/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201612087,10/26/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202210636,10/26/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612088,10/26/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612156,10/27/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202210693,10/27/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0201612157,10/27/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202210744,10/30/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201612220,10/30/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201612221,10/30/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201612223,10/30/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201815324,10/30/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201815327,10/31/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210807,10/31/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
